id,city
384,Pangkalanbunut
385,Penitik
386,Tanashichō
387,Bintulu
388,Valongo
389,Toungo
390,Cabaret
391,Mohale’s Hoek
392,Qobu
393,Sambong
394,Sorang
395,Shuozhou
396,Hengli
397,Sacramento
398,Khuean Ubonrat
399,Klášterec nad Ohří
400,Pszczew
401,Cimrutu
402,De la Paz
403,Goworowo
404,Opochka
405,Heshui
406,Pakuranga
407,San Mariano
408,Svetlanovskiy
409,Carvalhal
410,Strančice
411,Volokolamsk
412,Andrézieux-Bouthéon
413,Sekarjalak
414,Albertville
415,Táriba
416,Sheregesh
417,Huruta
418,Wushan
419,Khotiv
420,Kolirerek
421,Yanglin
422,Fort Macleod
423,Novosmolinskiy
424,Linquan
425,Las Animas
426,Koten
427,Kalijeruk
428,Cabaritan East
429,Caucete
430,Nnewi
431,Arteche
432,Desa Baregbeg
433,Sumberingin Kulon
434,Japerejo
435,Mandangoa
436,Kalimeneng
437,Simeykyne
438,Bayan Hure
439,Esmoriz
440,Zwierzyń
441,Umeå
442,Kamina
443,Méru
444,Isla Verde
445,Sijiu
446,Cibitung
447,Lyon
448,Sergelen
449,Glugu
450,Gālīkesh
451,Azua
452,Luoshanchuan
453,San Carlos
454,Waterloo
455,Independencia
456,Shentong
457,Shuangpu
458,Hexi
459,Jingyu
460,Paris La Défense
461,La Victoria
462,Ternate
463,Bình Minh
464,Macun
465,Panino
466,Fort-de-France
467,Santa Maria da Feira
468,Tarascon
469,Liushi
470,Kỳ Anh
471,Bantar Tengah
472,Mississauga
473,Pembroke
474,Xianxiang
475,Tasīl
476,Plumtree
477,San Rafael Petzal
478,Hedong
479,Fresno
480,Tianxin
481,Apartadó
482,Megáli Khóra
483,Boise
484,Mendes
485,Tōbetsu
486,Zaranj
487,Jaleswar
488,Jinping
489,Warmbaths
490,Xiahong
491,Los Patios
492,Vicente Guerrero
493,Valence
494,Carolina
495,Bondo
496,Tsotsin-Yurt
497,Daxing
498,Boli
499,Sandayong Sur
500,Novyy Svit
501,Xin’andu
502,Bijie
503,Ros’
504,Beylagan
505,Puerto Aisén
506,Kafr Zaytā
507,Morcolla
508,Munsan
509,Sishilichengzi
510,Barraute
511,Yujia
512,Atafu Village
513,Cikujang
514,Kotovs’k
515,Brooklyn
516,Växjö
517,Dezhou
518,Sparks
519,Kanḏay
520,Zhengdun
521,Koímisi
522,Maloye Verevo
523,Huapi
524,Suyang
525,Schœlcher
526,Kimch’aek-si
527,Qingtang
528,Cihaladan
529,Buri
530,Kibre Mengist
531,Capinzal
532,Hägersten
533,Changning
534,Alíartos
535,Ugba
536,Lidköping
537,Pondokrejo Wetan
538,Huaxijie
539,Quimbaya
540,Nyandoma
541,Burauen
542,Baytīn
543,Tullinge
544,Curitiba
545,Parumaan
546,Yanghu
547,Miracema
548,Pag-asa
549,Kaeng Khoi
550,Frederiksberg
551,Huangshan
552,Kuala Lumpur
553,Marinhais
554,Albufeira
555,Abastumani
556,Kezileboyi
557,Kosino
558,Xinhua
559,San José
560,Prokuplje
561,Litan
562,Miribel
563,Cigedang
564,Yuanyang Zhen
565,Jāti
566,Kabakovo
567,E’zhou
568,Siikainen
569,Fylí
570,Sukapura
571,Xishui
572,Muang Xay
573,Coulommiers
574,Batukuta
575,Puerto Rico
576,Cambebba
577,New Orleans
578,Wajak
579,Boavista
580,Honolulu
581,Lomme
582,Nizhnevartovsk
583,Sixi
584,Notodden
585,Milán
586,Leipzig
587,Cavadas
588,Kuala Tuha
589,Jackson
590,Pinheiros
591,Santa Monica
592,Mīrābād
593,Gowurdak
594,Anao
595,Fuente de Oro
596,Shangfang
597,Larangan
598,Nosy Varika
599,Makueni
600,Bacag
601,Lào Cai
602,Kawangu Satu
603,Khondāb
604,Paraíso das Águas
605,Eindhoven
606,Isesaki
607,Tidaholm
608,Bandar-e Māhshahr
609,Dagur
610,Machachi
611,Baoshui
612,Bandong
613,Ḩalwān
614,Waepau
615,Boissy-Saint-Léger
616,Ayrihuanca
617,Taohua
618,Sepīdān
619,Bangan-Oda
620,Ipubi
621,Diepsloot
622,Chengtou
623,Nanqiao
624,Turochak
625,Hanghuadian
626,Qiaoshi
627,Juripiranga
628,Verkhniy Lomov
629,Guyi
630,Gubin
631,Xinxu
632,São Mateus
633,Chiquinquirá
634,Kampokpok
635,São Torcato
636,Touama
637,Paraguaçu Paulista
638,Batatais
639,Daguma
640,Sukasetia
641,Klina
642,Doroslovo
643,Mili
644,Zhuxi Chengguanzhen
645,Dikwa
646,Irshava
647,Wolofeo
648,Sangzhen
649,Bordeaux
650,Maleevsk
651,Plumbangan
652,Gião
653,Heyin
654,Pau
655,Yuchi
656,San Andres
657,Meijiang
658,Mevo horon
659,Agrela
660,Álimos
661,Erdaocha
662,Kaliuling
663,Carmen de Viboral
664,Basicao Coastal
665,Chak Two Hundred Forty-Nine TDA
666,Mabai
667,Shuikou
668,Bous
669,Monteros
670,Keyi
671,Zhigulevsk
672,‘Awaj
673,Tuanshan
674,Smiltene
675,Xinning
676,Linköping
677,Wakuya
678,Asamboka
679,Tōno
680,Mojokerto
681,North Cowichan
682,Efeng
683,Santa Rita
684,Taunan
685,Sawahan
686,Sundumbili
687,Aizhai
688,Jaša Tomić
689,Châu Thành
690,Sioux City
691,Smínthi
692,Kašperské Hory
693,Ishkhoy-Yurt
694,Sorokino
695,Funtua
696,Maní
697,Longtang
698,Jingmen
699,Yushan
700,Uummannaq
701,La Dicha
702,Karanggeneng
703,Witzenhausen
704,Nevinnomyssk
705,Kristiansand S
706,Uście Gorlickie
707,Bartošovice
708,Ponta Grossa
709,Trakai
710,Solor
711,Bīrganj
712,Gelin
713,Chashnikovo
714,Rayevskiy
715,Lingmen
716,Chang’an
717,Pavshino
718,Liangbing
719,Spring
720,Strellc i Epërm
721,Lagos
722,Dokuchayevs’k
723,Káto Asítai
724,Natal
725,Punta Hermosa
726,Guanta
727,Sobontoro
728,Imishli
729,Örebro
730,Kukurečani
731,Chợ Mới
732,Fernandópolis
733,Lorica
734,Obispos
735,Kobylanka
736,Puerto Francisco de Orellana
737,Kampunglistrik
738,Paris 07
739,Vabalninkas
740,Fubin
741,Lonya Chico
742,Perpignan
743,Žabčice
744,Tuban
745,Verkhnevilyuysk
746,Tanjungbatu
747,Verkhoshizhem’ye
748,Kłomnice
749,Badīn
750,Zmeyskaya
751,São Bento
752,Louka
753,Labège
754,Jinpanling
755,Boulder
756,Hoit Taria
757,Bukovec
758,Tata
759,Luoshan
760,Jiannan
761,Markaz Bilād aţ Ţa‘ām
762,Kaka
763,Jawatiwa
764,Tais
765,Vidnoye
766,Del Pilar
767,Xinminxiang
768,Chiconi
769,Ambatondrazaka
770,Yantian
771,Piedra Blanca
772,Nueva Cajamarca
773,Chahe
774,Barão de Melgaço
775,Jämsänkoski
776,Shinjō
777,Dokuchayevs’k
778,Pittsburgh
779,Amaigbo
780,Eirol
781,Nahrīn
782,Mosopa
783,Lulindi
784,Qiaobian
785,Kotingnatagete
786,Arnhem
787,Vamvakoú
788,Privolzhsk
789,Şūr
790,Kloangpopot
791,Gutalac
792,Verkhovyna
793,Altavista
794,Yamethin
795,Tromsø
796,Mlonggo
797,Sosnovoborsk
798,Xujiadian
799,Orléans
800,Zicheng
801,Parrsboro
802,Kaduheuleut
803,Alakak
804,Zboriv
805,Ramotswa
806,Baltimore
807,Parfino
808,Blahodatne
809,Cruzeiro
810,Itaituba
811,Zarszyn
812,San Antonio de los Cobres
813,L'Union
814,Citeureup
815,Puerta de Corral Quemado
816,Huasta
817,Lendangara Satu
818,Tanahbeureum
819,Jacarezinho
820,Alenquer
821,As Suwaydā’
822,Rrasa e Sipërme
823,Białobrzegi
824,Waerana
825,Vimmerby
826,Zlatograd
827,Heba
828,Zerkten
829,Ríohacha
830,Dijon
831,Ipoh
832,Miān Channūn
833,Narita
834,Oitui
835,Ulaan-Ereg
836,Paris 04
837,Zhiqu
838,Mitú
839,Vale Flores
840,Bridel
841,Cancela
842,Igboho
843,Znamenskoye
844,Kaputian
845,Janaka
846,Jiaoqiao
847,Adrasmon
848,Nicoya
849,Hamar
850,Choibalsan
851,Dagda
852,Kwatarkwashi
853,Rego
854,Yolöten
855,Waajid
856,Mindyak
857,Ban Phai
858,Puerto Barrios
859,Chenôve
860,Paniówki
861,Peicheng
862,Monkstown
863,Lâm Thao
864,Chengjiao Chengguanzhen
865,Al Farwānīyah
866,Lebedyn
867,Tabaquite
868,Strängnäs
869,Arıqıran
870,Qiman
871,Port Maria
872,Toul
873,Talambung Laok
874,Balangkayan
875,Krajan
876,Kete Krachi
877,Junaynat Raslān
878,Oslo
879,Palmeira
880,Xinxi
881,Riosucio
882,Novoye Devyatkino
883,Saint Paul
884,Mosteiros
885,Nambalan
886,San Lucas Sacatepéquez
887,Jundian
888,Suvorovo
889,Dongmaku
890,Tuojiang
891,Wuping
892,São Mateus
893,Qingyuan
894,Kangani
895,Chongxing
896,London
897,Cikondang
898,Ylämaa
899,Barrhead
900,Baizhu
901,Ytterby
902,Liwan
903,Armenia
904,Ganja
905,Banjar Susut Kaja
906,San Felipe
907,Ibagué
908,Wucun
909,Kegeyli Shahar
910,Socorro
911,Palestina
912,Chantilly
913,Chlumec
914,Korogan Timur
915,Guinsadan
916,Changchi
917,Andres Bonifacio
918,Gaoqiao
919,Piraju
920,Golynki
921,Stanovoye
922,Narganá
923,Cayambe
924,Daxinshao
925,Tulsīpur
926,Alcanena
927,Polovinnoye
928,Al ‘Alamayn
929,Shiwan
930,Emiliano Zapata
931,Farshūţ
932,Amparo
933,Guáimaro
934,Bhātpāra Abhaynagar
935,Oussivo
936,Mocun
937,San Pedro
938,San Vicente
939,Shebunino
940,Souillac
941,Horní Jiřetín
942,Zhongzhang
943,Ongandjera
944,Lovisa
945,Alberton
946,Villefranche-sur-Mer
947,Caçapava do Sul
948,Viangxai
949,Brijest
950,Beicang
951,Stockholm
952,Ranao
953,Sukamaju
954,Igreja
955,San Miguel
956,Challans
957,Maracay
958,Chợ Mới
959,Vaudreuil-Dorion
960,Pirané
961,Digos
962,Mueang Nonthaburi
963,Kostrovo
964,Stavanger
965,Palmeiros
966,General Cabrera
967,Pingxiang
968,San Pablo
969,Xiazhai
970,Liuzhou
971,Schifflange
972,Rennes
973,Ollantaytambo
974,Mulhouse
975,Claye-Souilly
976,Poitiers
977,Béja
978,Kaniv
979,Gwadabawa
980,Côte-Saint-Luc
981,Ntaur Satu
982,Asykata
983,Nangaroro
984,Zhengcun
985,Slobozia
986,Kista
987,Lazaro Cardenas
988,Bác Ái
989,Waipukang
990,Santa Rosa de Cabal
991,Yanglong
992,Borås
993,Xiaohekou
994,Kalibaru
995,Partille
996,Orly aérogare
997,Lamalewo
998,Châteauroux
999,Kamieniec
1000,Luisiana
